POSICAO_RANKING,IBGE,UF,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,QTD_UBS,UBS_POR_10MIL,DADO_UBS_AUSENTE,QTD_LEITOS_SUS,LEITOS_SUS_POR_10MIL,DEFICIT_UBS,DEFICIT_LEITOS,IPIS,FAIXA_IPIS
202,355100,SP,São Vicente,338326.0,31.0,0.9162760178053121,False,200.0,5.91145817938911,89.30843507223703,85.75740933626415,87.53292220425058,Alta prioridade
203,421145,SC,Nova Itaberaba,4672.0,1.0,2.1404109589041096,False,0.0,0.0,75.02461889810033,100.0,87.51230944905016,Alta prioridade
204,320515,ES,Vila Pavão,9319.0,2.0,2.146153020710377,False,0.0,0.0,74.95761766110628,100.0,87.47880883055313,Alta prioridade
205,420710,SC,Ilhota,18627.0,4.0,2.1474204112310087,False,0.0,0.0,74.94282911728668,100.0,87.47141455864335,Alta prioridade
206,520025,GO,Águas Lindas de Goiás,245352.0,34.0,1.385764126642538,False,91.0,3.7089569271903224,83.83021398939255,91.06393825341107,87.4470761214018,Alta prioridade
207,411570,PR,Matinhos,42063.0,7.0,1.6641704110500917,False,10.0,2.3773863015001306,80.58163080245045,94.27211714701865,87.42687397473455,Alta prioridade
208,354670,SP,Santa Gertrudes,23192.0,5.0,2.155915833045878,False,0.0,0.0,74.84370030439909,100.0,87.42185015219954,Alta prioridade
209,355250,SP,Suzano,320261.0,26.0,0.8118378447578695,False,209.0,6.525927290553643,90.52707169087101,84.27695700787933,87.40201434937518,Alta prioridade
210,430980,RS,Ibiaçá,4617.0,1.0,2.1659085986571367,False,0.0,0.0,74.72709973834193,100.0,87.36354986917097,Alta prioridade
211,330227,RJ,Japeri,102171.0,16.0,1.5660020945278015,False,30.0,2.9362539272396275,81.72710761244184,92.92562655416053,87.3263670833012,Alta prioridade
212,421917,SC,Vargem Bonita,4597.0,1.0,2.1753317380900588,False,0.0,0.0,74.6171458542364,100.0,87.3085729271182,Alta prioridade
213,410300,PR,Boa Esperança,4595.0,1.0,2.176278563656148,False,0.0,0.0,74.60609782196403,100.0,87.30304891098201,Alta prioridade
214,352520,SP,Jarinu,40007.0,5.0,1.249781288274552,False,18.0,4.499212637788387,85.41692947383267,89.15995986700031,87.28844467041648,Alta prioridade
215,230290,CE,Capistrano,17795.0,1.0,0.561955605507165,False,14.0,7.867378477100309,93.44282211249929,81.04497268766863,87.24389740008397,Alta prioridade
216,310480,MG,Augusto de Lima,4572.0,1.0,2.1872265966754156,False,0.0,0.0,74.47835072001854,100.0,87.23917536000927,Alta prioridade
217,430466,RS,Capão do Leão,27416.0,6.0,2.1885030639042897,False,0.0,0.0,74.4634562646465,100.0,87.23172813232324,Alta prioridade
218,432085,RS,Tabaí,4569.0,1.0,2.188662727073758,False,0.0,0.0,74.46159323526477,100.0,87.2307966176324,Alta prioridade
219,292440,BA,Pilão Arcado,37388.0,2.0,0.5349309939017867,False,30.0,8.0239649085268,93.75815874034046,80.66770596622274,87.2129323532816,Alta prioridade
220,430676,RS,Eldorado do Sul,41012.0,9.0,2.1944796644884423,False,0.0,0.0,74.39371831237986,100.0,87.19685915618993,Alta prioridade
221,410425,PR,Campo Magro,31888.0,7.0,2.195183140993477,False,0.0,0.0,74.38550979815207,100.0,87.19275489907604,Alta prioridade
222,522045,GO,Senador Canedo,175042.0,24.0,1.3710995075467602,False,70.0,3.999040230344717,84.00132806872747,90.3650349338177,87.18318150127259,Alta prioridade
223,354370,SP,Rincão,9101.0,2.0,2.197560707614548,False,0.0,0.0,74.35776716666844,100.0,87.17888358333423,Alta prioridade
224,431842,RS,São João da Urtiga,4547.0,1.0,2.1992522542335604,False,0.0,0.0,74.33802935824164,100.0,87.16901467912082,Alta prioridade
225,510880,MT,Nova Guarita,4546.0,1.0,2.199736031676199,False,0.0,0.0,74.33238440209519,100.0,87.1661922010476,Alta prioridade
226,354580,SP,Santa Bárbara d'Oeste,189456.0,19.0,1.0028713791064943,False,110.0,5.806097457984968,88.29799726768522,86.01125696259552,87.15462711514037,Alta prioridade
227,430673,RS,Doutor Maurício Cardoso,4534.0,1.0,2.205558006175562,False,0.0,0.0,74.26445070399751,100.0,87.13222535199876,Alta prioridade
228,330070,RJ,Cabo Frio,238438.0,3.0,0.125818871153088,False,241.0,10.107449315964736,98.53188274719538,75.64792663785383,87.08990469252461,Alta prioridade
229,410715,PR,Diamante D'Oeste,4513.0,1.0,2.215820961666297,False,0.0,0.0,74.14469742785835,100.0,87.07234871392917,Alta prioridade
230,351290,SP,Cosmorama,9019.0,2.0,2.2175407473112316,False,0.0,0.0,74.12463011241263,100.0,87.06231505620632,Alta prioridade
231,353750,SP,Pereiras,9013.0,2.0,2.2190169754798625,False,0.0,0.0,74.10740474690441,100.0,87.05370237345221,Alta prioridade
232,350020,SP,Adolfo,4505.0,1.0,2.219755826859046,False,0.0,0.0,74.09878346102657,100.0,87.04939173051329,Alta prioridade
233,510619,MT,Nova Santa Helena,4502.0,1.0,2.2212350066637048,False,0.0,0.0,74.08152365435912,100.0,87.04076182717955,Alta prioridade
234,431230,RS,Miraguaí,4501.0,1.0,2.221728504776716,False,0.0,0.0,74.07576527258936,100.0,87.03788263629468,Alta prioridade
235,351400,SP,Dobrada,8986.0,2.0,2.2256843979523704,False,0.0,0.0,74.02960594078004,100.0,87.01480297039002,Alta prioridade
236,410180,PR,Araucária,162247.0,19.0,1.1710540102436409,False,83.0,5.115656992116958,86.33555856408174,87.67474854701089,87.00515355554631,Alta prioridade
237,410770,PR,Fênix,4488.0,1.0,2.228163992869875,False,0.0,0.0,74.00067279231834,100.0,87.00033639615917,Alta prioridade
238,430930,RS,Guaíba,95946.0,6.0,0.6253517603652055,False,75.0,7.816897004565068,92.70308420310954,81.16659867699371,86.93484144005163,Alta prioridade
239,311140,MG,Campo Florido,8931.0,2.0,2.239390885679095,False,0.0,0.0,73.86967181545734,100.0,86.93483590772867,Alta prioridade
240,353325,SP,Novais,4463.0,1.0,2.2406453058480844,False,0.0,0.0,73.8550346161606,100.0,86.9275173080803,Alta prioridade
241,220665,PI,Morro Cabeça no Tempo,4456.0,1.0,2.244165170556553,False,0.0,0.0,73.81396308167072,100.0,86.90698154083536,Alta prioridade
242,230650,CE,Itapiúna,18197.0,1.0,0.5495411331538166,False,15.0,8.243116997307249,93.58768035895613,80.13969859496443,86.86368947696027,Alta prioridade
243,431403,RS,Pareci Novo,4441.0,1.0,2.251745102454402,False,0.0,0.0,73.72551666109541,100.0,86.8627583305477,Alta prioridade
244,351130,SP,Cedral,13314.0,3.0,2.253267237494367,False,0.0,0.0,73.70775563134852,100.0,86.85387781567425,Alta prioridade
245,430500,RS,Catuípe,8834.0,2.0,2.2639800769753227,False,0.0,0.0,73.58275288474637,100.0,86.79137644237318,Alta prioridade
246,150553,PA,Parauapebas,305771.0,27.0,0.8830137586625284,False,205.0,6.7043637231784565,89.69655567821006,83.84704665543308,86.77180116682158,Alta prioridade
247,520005,GO,Abadia de Goiás,22052.0,5.0,2.26736803918012,False,0.0,0.0,73.54322045436349,100.0,86.77161022718175,Alta prioridade
248,293015,BA,Serra do Ramalho,36252.0,1.0,0.27584684982897495,False,35.0,9.654639744014125,96.78128157044921,76.73888950796254,86.76008553920587,Alta prioridade
249,430807,RS,Fazenda Vilanova,4405.0,1.0,2.2701475595913734,False,0.0,0.0,73.51078762586259,100.0,86.75539381293129,Alta prioridade
250,430545,RS,Cidreira,17583.0,4.0,2.2749246431211967,False,0.0,0.0,73.4550462360063,100.0,86.72752311800315,Alta prioridade
251,421223,SC,Paraíso,4394.0,1.0,2.275830678197542,False,0.0,0.0,73.444474167484,100.0,86.722237083742,Alta prioridade
252,315725,MG,Santa Bárbara do Leste,8785.0,2.0,2.2766078542970973,False,0.0,0.0,73.43540568968122,100.0,86.7177028448406,Alta prioridade
253,350780,SP,Brodowski,26314.0,6.0,2.280155050543437,False,0.0,0.0,73.39401523719496,100.0,86.69700761859748,Alta prioridade
254,351300,SP,Cotia,289493.0,32.0,1.1053807864093432,False,165.0,5.699619679923176,87.10186644838248,86.26779593516336,86.68483119177293,Alta prioridade
255,320130,ES,Cariacica,376200.0,39.0,1.036682615629984,False,227.0,6.034024455077087,87.90347092021548,85.46210803482064,86.68278947751807,Alta prioridade
256,430920,RS,Gravataí,275430.0,31.0,1.1255128344769996,False,155.0,5.627564172384998,86.86695568474627,86.44140066479034,86.6541781747683,Alta prioridade
257,313450,MG,Itutinga,4366.0,1.0,2.2904260192395784,False,0.0,0.0,73.27416845898414,100.0,86.63708422949207,Alta prioridade
258,355170,SP,Sertãozinho,132176.0,14.0,1.059193802203123,False,79.0,5.976879312431909,87.64079918356545,85.5997889335799,86.62029405857268,Alta prioridade
259,421680,SC,São José do Cerrito,8706.0,2.0,2.297266253158741,False,0.0,0.0,73.19435320283132,100.0,86.59717660141567,Alta prioridade
260,220455,PI,Guaribas,4344.0,1.0,2.3020257826887662,False,0.0,0.0,73.13881664178746,100.0,86.56940832089373,Alta prioridade
261,355620,SP,Valinhos,132258.0,16.0,1.2097566876861892,False,70.0,5.292685508627077,85.88395644778234,87.24823031412328,86.56609338095281,Alta prioridade
262,317120,MG,Vespasiano,138583.0,22.0,1.587496301855206,False,48.0,3.463628294956813,81.47630249613837,91.65501327770518,86.56565788692177,Alta prioridade
263,354100,SP,Praia Grande,368539.0,32.0,0.8682934506253069,False,257.0,6.973481775334496,89.86831956384967,83.19865532105058,86.53348744245012,Alta prioridade
264,510452,MT,Ipiranga do Norte,8658.0,2.0,2.31000231000231,False,0.0,0.0,73.04574254837716,100.0,86.52287127418859,Alta prioridade
265,150655,PA,Santa Luzia do Pará,21295.0,1.0,0.46959380136182205,False,19.0,8.922282225874618,94.52054564413828,78.50337265811626,86.51195915112727,Alta prioridade
266,241190,RN,São Francisco do Oeste,4319.0,1.0,2.31535077564251,False,0.0,0.0,72.98333398747968,100.0,86.49166699373984,Alta prioridade
267,431337,RS,Nova Santa Rita,30189.0,7.0,2.3187253635430123,False,0.0,0.0,72.94395761514039,100.0,86.4719788075702,Alta prioridade
268,170320,TO,Bernardo Sayão,4307.0,1.0,2.3218017181332713,False,0.0,0.0,72.90806117760036,100.0,86.45403058880018,Alta prioridade
269,431862,RS,São José dos Ausentes,4295.0,1.0,2.3282887077997674,False,0.0,0.0,72.83236775132124,100.0,86.41618387566062,Alta prioridade
270,520485,GO,Campo Limpo de Goiás,8579.0,2.0,2.3312740412635504,False,0.0,0.0,72.79753339361807,100.0,86.39876669680903,Alta prioridade
271,171780,TO,Ponte Alta do Bom Jesus,4280.0,1.0,2.336448598130841,False,0.0,0.0,72.7371540868983,100.0,86.36857704344915,Alta prioridade
272,421985,SC,Zortéa,4257.0,1.0,2.349072116513977,False,0.0,0.0,72.58985658725035,100.0,86.29492829362518,Alta prioridade
273,220273,PI,Coivaras,4249.0,1.0,2.353494939985879,False,0.0,0.0,72.5382488801894,100.0,86.2691244400947,Alta prioridade
274,315730,MG,Santa Bárbara do Tugúrio,4245.0,1.0,2.3557126030624262,False,0.0,0.0,72.51237208290335,100.0,86.25618604145168,Alta prioridade
275,420205,SC,Balneário Barra do Sul,16953.0,4.0,2.359464401580841,False,0.0,0.0,72.4685942292042,100.0,86.2342971146021,Alta prioridade
276,312600,MG,Florestal,8469.0,2.0,2.361553902467824,False,0.0,0.0,72.44421289217729,100.0,86.22210644608865,Alta prioridade
277,140017,RR,Cantá,21102.0,5.0,2.369443654629893,False,0.0,0.0,72.35215133445283,100.0,86.17607566722641,Alta prioridade
278,430060,RS,Alvorada,194062.0,20.0,1.0305984685306757,False,126.0,6.492770351743258,87.97446377878458,84.35684266262106,86.16565322070282,Alta prioridade
279,430085,RS,Arambaré,4215.0,1.0,2.372479240806643,False,0.0,0.0,72.31673060306636,100.0,86.15836530153318,Alta prioridade
280,430550,RS,Ciríaco,4208.0,1.0,2.376425855513308,False,0.0,0.0,72.27067953705435,100.0,86.13533976852717,Alta prioridade
281,352100,SP,Iperó,38277.0,6.0,1.5675209655929148,False,15.0,3.918802413982287,81.70938466837914,90.55835345854084,86.13386906346,Alta prioridade
282,354515,SP,Saltinho,8407.0,2.0,2.378969906030689,False,0.0,0.0,72.24099428855115,100.0,86.12049714427557,Alta prioridade
283,354025,SP,Pontalinda,4198.0,1.0,2.3820867079561694,False,0.0,0.0,72.20462589135892,100.0,86.10231294567946,Alta prioridade
284,421040,SC,Maracajá,8344.0,2.0,2.396931927133269,False,0.0,0.0,72.03140448032713,100.0,86.01570224016356,Alta prioridade
285,316090,MG,São Brás do Suaçuí,4161.0,1.0,2.403268445085316,False,0.0,0.0,71.95746683295475,100.0,85.97873341647738,Alta prioridade
286,310925,MG,Bugre,4159.0,1.0,2.40442414041837,False,0.0,0.0,71.94398160421369,100.0,85.97199080210684,Alta prioridade
287,430190,RS,Barra do Ribeiro,12473.0,3.0,2.4051952216788264,False,0.0,0.0,71.93498424402904,100.0,85.96749212201452,Alta prioridade
288,291910,BA,Lamarão,9303.0,1.0,1.074922068150059,False,6.0,6.449532408900354,87.45727394302104,84.46101667559144,85.95914530930624,Alta prioridade
289,420120,SC,Antônio Carlos,12464.0,3.0,2.406931964056483,False,0.0,0.0,71.9147190689806,100.0,85.95735953449031,Alta prioridade
290,220342,PI,Domingos Mourão,4129.0,1.0,2.4218939210462582,False,0.0,0.0,71.74013550300914,100.0,85.87006775150456,Alta prioridade
291,410657,PR,Cruzeiro do Iguaçu,4129.0,1.0,2.4218939210462582,False,0.0,0.0,71.74013550300914,100.0,85.87006775150456,Alta prioridade
292,355240,SP,Sumaré,291116.0,27.0,0.9274653402767281,False,211.0,7.247969881421838,89.17787248478946,82.53732581174327,85.85759914826636,Alta prioridade
293,220208,PI,Cajueiro da Praia,8246.0,2.0,2.4254183846713557,False,0.0,0.0,71.69901030606954,100.0,85.84950515303477,Alta prioridade
294,410275,PR,Bela Vista da Caroba,4122.0,1.0,2.42600679281902,False,0.0,0.0,71.69214446674545,100.0,85.84607223337272,Alta prioridade
295,354780,SP,Santo André,782048.0,37.0,0.47311673963746476,False,740.0,9.462334792749294,94.47943824573584,77.20221355092443,85.84082589833014,Alta prioridade
296,353590,SP,Paranapuã,4118.0,1.0,2.4283632831471587,False,0.0,0.0,71.66464776394481,100.0,85.8323238819724,Alta prioridade
297,355650,SP,Várzea Paulista,119655.0,14.0,1.170030504366721,False,73.0,6.100873344197902,86.34750134041157,85.30104771176993,85.82427452609075,Alta prioridade
298,352380,SP,Itobi,8227.0,2.0,2.4310198128114746,False,0.0,0.0,71.63365005273484,100.0,85.81682502636741,Alta prioridade
299,521540,GO,Ouro Verde de Goiás,4109.0,1.0,2.433682161109759,False,0.0,0.0,71.60258444680574,100.0,85.80129222340287,Alta prioridade
300,411510,PR,Mariluz,9910.0,2.0,2.0181634712411705,False,2.0,2.0181634712411705,76.45106346961146,95.13759966811394,85.7943315688627,Alta prioridade
301,220887,PI,Ribeira do Piauí,4105.0,1.0,2.43605359317905,False,0.0,0.0,71.57491339632759,100.0,85.7874566981638,Alta prioridade
302,412795,PR,Tupãssi,8208.0,2.0,2.4366471734892787,False,0.0,0.0,71.56798720563468,100.0,85.78399360281733,Alta prioridade
303,280760,SE,Umbaúba,24618.0,6.0,2.4372410431391667,False,0.0,0.0,71.56105763878253,100.0,85.78052881939126,Alta prioridade
304,412480,PR,São João,12297.0,3.0,2.4396194193705782,False,0.0,0.0,71.53330556036221,100.0,85.7666527801811,Alta prioridade
305,320501,ES,Sooretama,28668.0,7.0,2.441746895493233,False,0.0,0.0,71.50848110937187,100.0,85.75424055468594,Alta prioridade
306,412280,PR,Salgado Filho,4090.0,1.0,2.4449877750611244,False,0.0,0.0,71.47066491245104,100.0,85.73533245622552,Alta prioridade
307,412680,PR,Tapejara,16326.0,4.0,2.450079627587897,False,0.0,0.0,71.4112506411674,100.0,85.70562532058369,Alta prioridade
308,350840,SP,Cabreúva,48654.0,8.0,1.644263575451145,False,19.0,3.905125991696469,80.8139136748345,90.59130432759045,85.70260900121247,Alta prioridade
309,354870,SP,São Bernardo do Campo,841154.0,38.0,0.45176031975119896,False,816.0,9.700958445183641,94.72863558955095,76.62729296429868,85.67796427692481,Alta prioridade
310,410315,PR,Bom Jesus do Sul,4072.0,1.0,2.455795677799607,False,0.0,0.0,71.34455292041375,100.0,85.67227646020687,Alta prioridade
311,420768,SC,Ipuaçu,8133.0,2.0,2.4591171769334808,False,0.0,0.0,71.30579601424438,100.0,85.65289800712219,Alta prioridade
312,411820,PR,Paranaguá,150104.0,13.0,0.8660661941054203,False,116.0,7.727975270479134,89.8943083022106,81.38083953284739,85.637573917529,Alta prioridade
313,352820,SP,Macedônia,4058.0,1.0,2.4642681123706263,False,0.0,0.0,71.24569233413621,100.0,85.6228461670681,Alta prioridade
314,171630,TO,Pau D'Arco,4057.0,1.0,2.4648755237860485,False,0.0,0.0,71.23860475521931,100.0,85.61930237760966,Alta prioridade
315,351515,SP,Engenheiro Coelho,20261.0,5.0,2.4677952717042593,False,0.0,0.0,71.20453568232682,100.0,85.60226784116341,Alta prioridade
316,316265,MG,São João do Pacuí,4050.0,1.0,2.4691358024691357,False,0.0,0.0,71.18889370170982,100.0,85.59444685085491,Alta prioridade
317,421800,SC,Tijucas,58695.0,9.0,1.533350370559673,False,27.0,4.600051111679019,82.10810418991946,88.91700777917407,85.51255598454676,Alta prioridade
318,350160,SP,Americana,247571.0,26.0,1.0502037799257586,False,172.0,6.947501928739634,87.74569924098559,83.26124906853701,85.5034741547613,Alta prioridade
319,431406,RS,Passa Sete,4024.0,1.0,2.4850894632206755,False,0.0,0.0,71.00273844232723,100.0,85.50136922116361,Alta prioridade
320,280070,SE,Brejo Grande,8025.0,2.0,2.4922118380062304,False,0.0,0.0,70.91963102602486,100.0,85.45981551301243,Alta prioridade
321,420130,SC,Araquari,52079.0,13.0,2.496207684479349,False,0.0,0.0,70.87300549924194,100.0,85.43650274962097,Alta prioridade
322,352780,SP,Lupércio,4004.0,1.0,2.4975024975024973,False,0.0,0.0,70.85789697600518,100.0,85.42894848800259,Alta prioridade
323,411270,PR,Jataizinho,11996.0,3.0,2.500833611203735,False,0.0,0.0,70.81902788227526,100.0,85.40951394113763,Alta prioridade
324,421227,SC,Passos Maia,3997.0,1.0,2.501876407305479,False,0.0,0.0,70.80686001799468,100.0,85.40343000899733,Alta prioridade
325,315390,MG,Raposos,16796.0,4.0,2.3815194093831864,False,1.0,0.5953798523457966,72.211245413652,98.56553979254016,85.38839260309608,Alta prioridade
326,411342,PR,Lidianópolis,3987.0,1.0,2.508151492350138,False,0.0,0.0,70.73363920038243,100.0,85.3668196001912,Alta prioridade
327,350650,SP,Birigui,123340.0,13.0,1.053997081238852,False,87.0,7.053672774444624,87.70143711200764,83.00544959404,85.35344335302382,Alta prioridade
328,350710,SP,Bom Jesus dos Perdões,22579.0,3.0,1.328668231542584,False,13.0,5.757562336684529,84.49643733007548,86.12819357020058,85.31231545013803,Alta prioridade
329,351030,SP,Capela do Alto,23777.0,6.0,2.523447028641124,False,0.0,0.0,70.555163264985,100.0,85.2775816324925,Alta prioridade
330,411750,PR,Paiçandu,48695.0,7.0,1.4375192524899887,False,26.0,5.339357223534244,83.22630940432228,87.13578324762537,85.18104632597382,Alta prioridade
331,353440,SP,Osasco,759524.0,38.0,0.5003133541533908,False,751.0,9.887771814978855,94.16209460226818,76.17719989491299,85.16964724859059,Alta prioridade
332,432345,RS,Vila Nova do Sul,3932.0,1.0,2.54323499491353,False,0.0,0.0,70.32426741910598,100.0,85.16213370955299,Alta prioridade
333,280560,SE,Porto da Folha,27348.0,2.0,0.7313149041977475,False,24.0,8.775778850372971,91.46665346584209,78.85634607766961,85.16149977175584,Alta prioridade
334,351905,SP,Holambra,15718.0,4.0,2.544853034737244,False,0.0,0.0,70.30538732457686,100.0,85.15269366228843,Alta prioridade
335,352510,SP,Jardinópolis,47125.0,12.0,2.546419098143236,False,0.0,0.0,70.28711371677659,100.0,85.1435568583883,Alta prioridade
336,430905,RS,Glorinha,7851.0,2.0,2.547446185199338,False,0.0,0.0,70.27512915346446,100.0,85.13756457673223,Alta prioridade
337,330045,RJ,Belford Roxo,518384.0,58.0,1.1188616932621376,False,359.0,6.925368066915645,86.94456451304754,83.3145766104396,85.12957056174358,Alta prioridade
338,421835,SC,Treviso,3920.0,1.0,2.5510204081632657,False,0.0,0.0,70.23342333977672,100.0,85.11671166988836,Alta prioridade
339,412340,PR,Santa Fé,11730.0,3.0,2.5575447570332477,False,0.0,0.0,70.15729398770453,100.0,85.07864699385226,Alta prioridade
340,353180,SP,Monte Mor,67832.0,12.0,1.7690765420450525,False,26.0,3.832999174430947,79.35753381741799,90.76508086512439,85.06130734127119,Alta prioridade
341,280390,SE,Malhador,11712.0,3.0,2.5614754098360657,False,0.0,0.0,70.11142917313646,100.0,85.05571458656823,Alta prioridade
342,171884,TO,Sandolândia,3900.0,1.0,2.5641025641025643,False,0.0,0.0,70.08077422869864,100.0,85.04038711434933,Alta prioridade
343,420950,SC,Laurentino,8605.0,2.0,2.3242300987797795,False,1.0,1.1621150493898897,72.87972562275996,97.20009370778669,85.03990966527333,Alta prioridade
344,355700,SP,Votorantim,133510.0,19.0,1.4231143734551719,False,74.0,5.542655980825406,83.39439270726216,86.64597161491524,85.0201821610887,Alta prioridade
345,316255,MG,São João do Manhuaçu,11676.0,3.0,2.5693730729701953,False,0.0,0.0,70.01927530624992,100.0,85.00963765312497,Alta prioridade
346,354960,SP,São José do Barreiro,3888.0,1.0,2.57201646090535,False,0.0,0.0,69.98843093928105,100.0,84.99421546964052,Alta prioridade
347,520460,GO,Campestre de Goiás,3879.0,1.0,2.577984016499098,False,0.0,0.0,69.91879852846732,100.0,84.95939926423367,Alta prioridade
